5,7,35,1.400,.400,.657,2.33,14,23,6,negative
6,7,42,1.167,.429,.881,3.60,18,37,5,negative
6,18,108,3.000,.287,.741,4.43,31,80,7,negative
5,7,35,1.400,.371,.743,4.33,13,26,3,negative
6,3,18.,500,.500,.944,2.25,9,17,4,negative
5,8,40,1.600,.550,1.00,2.44,22,40,9,negative
6,4,24,.667,.417,.708,2.50,10,17,4,negative
5,6,30,1.200,.333,.333,10.00,10,10,1,negative
5,5,25,1.000,.400,.520,10.00,10,13,1,negative
5,7,35,1.400,.486,.914,8.50,17,32,2,negative
5,2,10,.400,.800,1.00,8.00,8,10,1,negative
5,3,15,.600,.533,.733,8.00,8,11,1,negative
5,6,30,1.200,.433,.733,13.00,13,22,1,negative
5,7,35,1.400,.429,.857,5.00,15,30,3,negative
6,7,42,1.167,.405,.881,4.25,1,737,4,negative
5,8,40,1.600,.375,.475,15.00,15,19,1,negative
6,7,42,1.167,.405,.952,4.25,17,40,4,negative
5,19,95,3.800,.232,.400,5.50,22,38,4,negative
5,5,25,1.000,.400,.560,5.00,10,14,2,negative
4,6,24,1.500,.417,.500,10.00,10,12,1,negative
4,6,24,1.500,.458,.792,5.50,11,19,2,negative
4,18,72,4.500,.250,.528,2.57,18,38,7,negative
6,7,42,1.167,.357,.548,7.50,15,23,2,negative
5,7,35,1.400,.429,.886,2.50,15,31,6,negative
5,4,20,.800,.500,.800,10.00,10,16,1,negative
13,25,325,1.923,.234,.286,10.86,76,93,7,negative
13,25,325,1.923,.351,.680,6.00,114,221,19,negative
7,16,112,2.286,.321,.643,2.57,36,72,14,negative
7,103,721,14.714,.295,.691,1.76,213,498,121,negative
11,9,99,.818,.343,.626,3.40,34,62,10,negative
11,8,88,.727,.580,1.00,5.10,51,88,10,negative
11,8,88,.727,.409,.477,36.00,36,42,1,negative
11,8,88,.727,.602,1.00,5.89,53,88,9,negative
11,35,385,3.182,.382,.657,6.13,147,253,24,negative
3,113,339,37.667,.410,.472,13.90,139,160,10,positive
3,59,177,19.667,.475,.475,84.00,84,84,1,positive
2,20,40,10.000,.675,.675,27.00,27,27,1,positive
2,101,202,50.500,.540,.743,10.90,109,150,10,positive
10,38,380,3.800,.426,.947,3.12,162,360,52,negative
9,21,189,2.333,.429,.772,3.00,81,146,27,negative
9,37,333,4.111,.532,.913,3.22,177,304,55,negative
10,98,980,9.800,.379,.835,2.22,371,818,167,negative
9,50,450,5.556,.496,.958,2.69,223,431,83,negative
4,194,776,48.500,.263,.273,34.00,204,212,6,positive
2,18,36,9.000,.667,.694,24.00,24,25,1,positive
2,22,44,11.000,.750,.750,33.00,33,33,1,positive
2,18,36,9.000,.806,.833,29.00,29,30,1,positive
2,22,44,11.000,.705,.864,15.50,31,38,2,positive
10,66,660,6.600,.273,.661,1.94,180,436,93,negative
9,90,810,10.000,.260,.786,2.18,211,637,97,negative
9,22,198,2.444,.288,.818,2.48,57,162,23,negative
9,92,828,10.222,.286,.885,1.93,237,733,123,negative
9,12,108,1.333,.444,.981,1.71,48,106,28,negative
9,51,459,5.667,.296,.786,2.34,136,361,58,negative
9,34,306,3.778,.320,.886,1.56,98,271,63,negative
9,80,720,8.889,.333,.878,2.02,240,632,119,negative
8,95,760,11.875,.303,.937,1.77,230,712,130,negative
11,99,1089,9.000,.230,.601,2.14,250,654,117,negative
10,12,120,1.200,.367,1.00,1.69,44,120,26,negative
10,53,530,5.300,.294,.819,1.79,156,434,87,negative
9,92,828,10.222,.292,.843,2.05,242,698,118,negative
11,85,935,7.727,.257,.894,1.67,240,836,144,negative
9,83,747,9.222,.284,.849,1.91,212,634,111,negative
9,12,108,1.333,.454,1.00,1.69,49,108,29,negative
9,64,576,7.111,.299,.970,1.81,172,559,95,negative
11,102,1122,9.273,.223,.768,1.53,250,862,163,negative
12,12,144,1.000,.306,.979,1.69,44,141,26,negative
12,56,672,4.667,.256,.827,2.02,172,556,85,negative
9,84,756,9.333,.222,.937,1.81,168,708,93,negative
9,54,486,6.000,.292,.957,1.48,142,465,96,negative
9,41,369,4.556,.298,.775,1.90,110,286,58,negative
10,83,830,8.300,.266,.827,2.10,221,686,105,negative
10,4,40,.400,.375,.400,15.00,15,16,1,negative
12,11,132,.917,.371,1.00,1.63,49,132,30,negative
12,44,528,3.667,.261,.767,2.38,138,405,58,negative
10,34,340,3.400,.297,.885,1.71,101,301,59,negative
9,76,684,8.444,.307,.882,1.84,210,603,114,negative
12,14,168,1.167,.357,.958,2.31,60,161,26,negative
12,7,84,.583,.214,.583,3.60,18,49,5,negative
12,44,528,3.667,.294,.742,2.31,155,392,67,negative
10,63,630,6.300,.233,.705,1.69,147,444,87,negative
9,32,288,3.556,.271,.594,2.23,78,171,35,negative
3,116,348,38.667,.385,.494,33.50,134,172,4,positive
1,10,10,10.000,1.00,1.00,10.00,10,10,1,positive
1,13,13,13.000,1.00,1.00,13.00,13,13,1,positive
1,8,8,8.000,1.00,1.00,8.00,8,8,1,positive
1,44,44,44.000,.250,1.00,2.20,11,44,5,positive
2,20,40,10.000,.725,.875,29.00,29,35,1,positive
2,20,40,10.000,.775,.850,31.00,31,34,1,positive
13,10,130,.769,.300,.808,6.50,39,105,6,negative
11,86,946,7.818,.413,.853,3.10,391,807,126,negative
11,20,220,1.818,.168,.750,3.36,37,165,11,negative
9,5,45,.556,.378,.933,2.83,17,42,6,negative
8,3,24,.375,.417,.417,10.00,10,10,1,negative
3,113,339,37.667,.357,.378,30.25,121,128,4,positive
98,3,294,.031,.480,.486,141.00,141,143,1,positive
2,48,96,24.000,.625,.677,30.00,60,65,2,positive
11,65,715,5.909,.390,.877,2.61,279,627,107,negative
9,37,333,4.111,.526,.898,3.18,175,299,55,negative
9,21,189,2.333,.291,.762,1.57,55,144,35,negative
8,8,64,1.000,.234,.328,5.00,15,21,3,negative
10,100,1000,10.000,.436,.910,2.53,436,910,172,negative
9,85,765,9.444,.302,.812,1.82,231,621,127,negative
9,32,288,3.556,.302,.781,2.07,87,225,42,negative
11,101,1111,9.182,.398,.888,2.76,442,987,160,negative
11,119,1309,10.818,.261,.798,1.88,341,1045,181,negative
10,126,1260,12.600,.425,.862,2.68,536,1086,200,negative
9,13,117,1.444,.239,.462,4.67,28,54,6,negative
9,75,675,8.333,.256,.606,2.19,173,409,79,negative
11,119,1309,10.818,.236,.747,1.75,309,978,177,negative
10,44,440,4.400,.393,.852,3.15,173,375,55,negative
9,40,360,4.444,.356,.967,2.29,128,348,56,negative
8,48,384,6.000,.302,.914,1.76,116,351,66,negative
9,44,396,4.889,.460,.937,2.84,182,371,64,negative
9,47,423,5.222,.274,.747,2.42,116,316,48,negative
9,40,360,4.444,.319,.919,2.35,115,331,49,negative
3,116,348,38.667,.356,.371,62.00,124,129,2,positive
2,18,36,9.000,.722,.722,26.00,26,26,1,positive
3,132,396,44.000,.505,.558,20.00,200,221,10,positive
1,17,17,17.000,.765,1.00,3.25,13,17,4,positive
1,8,8,8.000,1.00,1.00,8.00,8,8,1,positive
2,69,138,34.500,.623,.906,10.75,86,125,8,positive
2,46,92,23.000,.587,.761,18.00,54,70,3,positive
11,77,847,7.000,.345,.874,2.43,292,740,120,negative
9,41,369,4.556,.301,.886,1.91,111,327,58,negative
1,57,57,57.000,.456,1.00,3.71,26,57,7,positive
1,10,10,10.000,.900,1.00,9.00,9,10,1,positive
14,185,2590,13.214,.254,.651,2.27,657,1687,289,negative
10,152,1520,15.200,.297,.778,2.17,452,1182,208,negative
2,116,232,58.000,.616,.802,17.88,143,186,8,positive
9,123,1107,13.667,.362,.986,2.62,401,1091,153,negative
2,17,34,8.500,.588,.971,6.67,20,33,3,positive
10,131,1310,13.100,.415,.857,2.74,543,1123,198,negative
1,12,12,12.000,.583,1.00,3.50,7,12,2,negative
6,27,162,4.500,.154,.481,2.78,25,78,9,negative
7,15,105,2.143,.324,.762,3.09,34,80,11,negative
7,58,406,8.286,.202,.751,2.34,82,305,35,negative
7,46,322,6.571,.155,.587,4.17,50,189,12,negative
1,27,27,27.000,.593,1.00,4.00,16,27,4,negative
7,17,119,2.429,.227,.580,2.70,27,69,10,negative
2,31,62,15.500,.194,.516,2.00,12,32,6,negative
1,12,12,12.000,.583,1.00,3.50,7,12,2,negative
2,17,34,8.500,.324,1.00,2.75,11,34,4,negative
2,11,22,5.500,.409,.955,9.00,9,21,1,negative
2,19,38,9.500,.237,1.00,1.80,9,38,5,negative
7,107,749,15.286,.270,.654,1.60,202,490,126,negative
5,9,45,1.800,.267,.778,1.71,12,35,7,negative
11,9,99,.818,.485,.727,6.00,48,72,8,negative
11,8,88,.727,.705,1.00,7.75,62,88,8,negative
11,8,88,.727,.443,.466,39.00,39,41,1,negative
11,7,77,.636,.597,1.00,5.75,46,77,8,negative
11,7,77,.636,.468,1.00,3.60,36,77,10,negative
11,9,99,.818,.475,.636,15.67,47,63,3,negative
11,8,88,.727,.511,.852,9.00,45,75,5,negative
1,43,43,43.000,.907,1.00,9.75,39,43,4,positive
10,38,380,3.800,.387,.887,2.49,147,337,59,negative
8,20,160,2.500,.500,1.00,2.76,80,160,29,negative
9,36,324,4.000,.540,.929,2.87,175,301,61,negative
10,98,980,9.800,.391,.835,2.41,383,818,159,negative
10,49,490,4.900,.520,.961,2.97,255,471,86,negative
10,21,210,2.100,.329,.843,2.56,69,177,27,negative
9,19,171,2.111,.292,.760,2.63,50,130,19,negative
9,55,495,6.111,.299,1.00,1.92,148,495,77,negative
9,14,126,1.556,.127,.937,1.78,16,118,9,negative
8,23,184,2.875,.288,1.00,1.47,53,184,36,negative
8,35,280,4.375,.379,.886,1.66,106,248,64,negative
9,96,864,10.667,.281,.815,1.96,243,704,124,negative
9,66,594,7.333,.323,.805,2.00,192,478,96,negative
9,34,306,3.778,.337,.817,1.81,103,250,57,negative
8,83,664,10.375,.325,.908,1.76,216,603,123,negative
8,80,640,10.000,.303,.922,1.72,194,590,113,negative
9,95,855,10.556,.285,.723,2.10,244,618,116,negative
8,80,640,10.000,.298,.883,1.72,191,565,111,negative
10,13,130,1.300,.108,.685,2.33,14,89,6,negative
8,70,560,8.750,.341,.918,1.66,191,514,115,negative
11,84,924,7.636,.262,.820,1.69,242,758,143,negative
9,99,891,11.000,.270,.818,1.93,241,729,125,negative
9,80,720,8.889,.293,.868,1.85,211,625,114,negative
11,101,1111,9.182,.239,.818,1.61,265,909,165,negative
12,26,312,2.167,.221,1.00,1.60,69,312,43,negative
12,40,480,3.333,.271,.733,1.97,130,352,66,negative
8,84,672,10.500,.269,.966,1.79,181,649,101,negative
8,53,424,6.625,.358,.981,1.54,152,416,99,negative
8,41,328,5.125,.363,.942,1.63,119,309,73,negative
9,82,738,9.111,.252,.740,2.00,186,546,93,negative
7,14,98,2.000,.184,.612,18.00,18,60,1,negative
8,26,208,3.250,.375,.947,1.77,78,197,44,negative
8,46,368,5.750,.391,.951,1.85,144,350,78,negative
9,34,306,3.778,.379,.961,1.71,116,294,68,negative
11,26,286,2.364,.297,.941,2.02,85,269,42,negative
11,42,462,3.818,.335,.829,2.25,155,383,69,negative
12,62,744,5.167,.234,.660,1.58,174,491,110,negative
8,75,600,9.375,.328,.888,1.86,197,533,106,negative
8,18,144,2.250,.479,.986,2.16,69,142,32,negative
7,33,231,4.714,.143,.844,2.36,33,195,14,negative
9,64,576,7.111,.465,.899,2.58,268,518,104,negative
9,36,324,4.000,.568,.932,3.02,184,302,61,negative
8,8,64,1.000,.203,.344,4.33,13,22,3,negative
8,21,168,2.625,.339,.673,1.97,57,113,29,negative
9,99,891,11.000,.464,.942,2.52,413,839,164,negative
9,84,756,9.333,.288,.791,1.83,218,598,119,negative
8,31,248,3.875,.327,.790,1.84,81,196,44,negative
19,2,38,.105,.816,.816,31.00,31,31,1,positive
9,101,909,11.222,.442,.861,2.68,402,783,150,negative
11,118,1298,10.727,.260,.817,2.01,338,1061,168,negative
5,2,10,.400,.800,.800,8.00,8,8,1,positive
10,126,1260,12.600,.410,.833,2.63,516,1049,196,negative
12,117,1404,9.750,.220,.673,1.68,309,945,184,negative
9,35,315,3.889,.263,.667,2.86,83,210,29,negative
9,46,414,5.111,.292,.676,1.92,121,280,63,negative
10,2,20,.200,.550,.600,11.00,11,12,1,positive
8,44,352,5.500,.426,.938,3.26,150,330,46,negative
8,48,384,6.000,.310,.807,1.92,119,310,62,negative
8,40,320,5.000,.403,.991,2.53,129,317,51,negative
8,45,360,5.625,.469,.956,2.91,169,344,58,negative
9,20,180,2.222,.261,.556,2.35,47,100,20,negative
9,22,198,2.444,.298,.965,2.11,59,191,28,negative
8,41,328,5.125,.335,.933,2.08,110,306,53,negative
2,112,224,56.000,.496,.504,55.50,111,113,2,positive
1,45,45,45.000,.756,1.00,5.67,34,45,6,positive
1,75,75,75.000,.813,1.00,5.55,61,75,11,positive
8,43,344,5.375,.349,.814,2.26,120,280,53,negative
11,301,3311,27.364,.308,.735,2.22,1019,2435,458,negative
7,35,245,5.000,.453,.873,2.47,111,214,45,negative
9,122,1098,13.556,.339,.947,2.57,372,1040,145,negative
10,130,1300,13.000,.425,.773,2.79,552,1005,198,negative
6,46,276,7.667,.217,.804,2.00,60,222,30,negative
6,27,162,4.500,.136,.673,2.00,22,109,11,negative
5,8,40,1.600,.350,.675,4.67,14,27,3,negative
5,3,15,.600,.467,1.00,7.00,7,15,1,negative
5,35,175,7.000,.200,.829,4.38,35,145,8,negative
4,47,188,11.750,.298,.739,2.33,56,139,24,negative
3,31,93,10.333,.226,.774,2.10,21,72,10,negative
3,16,48,5.333,.375,.938,2.25,18,45,8,negative
7,122,854,17.429,.281,.626,1.73,240,535,139,negative
11,21,231,1.909,.411,.680,3.96,95,157,24,negative
11,8,88,.727,.375,.602,4.13,33,53,8,negative
11,9,99,.818,.465,.818,9.20,46,81,5,negative
10,8,80,.800,.500,1.00,5.00,40,80,8,negative
10,21,210,2.100,.324,.600,3.40,68,126,20,negative
2,157,314,78.500,.506,.551,26.50,159,173,6,positive
10,38,380,3.800,.439,.897,2.83,167,341,59,negative
9,36,324,4.000,.549,.914,3.30,178,296,54,negative
8,20,160,2.500,.525,.938,3.50,84,150,24,negative
10,96,960,9.600,.418,.886,2.49,401,851,161,negative
9,49,441,5.444,.594,.998,3.05,262,440,86,negative
1,32,32,32.000,.719,1.00,5.75,23,32,4,positive
1,52,52,52.000,.788,1.00,10.25,41,52,4,positive
1,13,13,13.000,.692,1.00,4.50,9,13,2,positive
9,23,207,2.556,.304,1.00,1.62,63,207,39,negative
9,37,333,4.111,.381,.808,2.05,127,269,62,negative
9,20,180,2.222,.339,.872,2.35,61,157,26,negative
8,79,632,9.875,.375,.956,2.12,237,604,112,negative
9,81,729,9.000,.388,.897,2.38,283,654,119,negative
8,67,536,8.375,.381,.746,2.49,204,400,82,negative
9,32,288,3.556,.292,.826,1.53,84,238,55,negative
94,2,188,.021,.516,.516,97.00,97,97,1,positive
10,11,110,1.100,.382,1.00,1.50,42,110,28,negative
10,64,640,6.400,.295,.808,2.25,189,517,84,negative
10,83,830,8.300,.295,.725,2.02,245,602,121,negative
12,73,876,6.083,.257,.591,2.14,225,518,105,negative
8,17,136,2.125,.353,.801,2.00,48,109,24,negative
9,12,108,1.333,.407,.880,1.69,44,95,26,negative
9,82,738,9.111,.343,.913,2.02,253,674,125,negative
8,53,424,6.625,.370,.901,1.76,157,382,89,negative
11,83,913,7.545,.274,.900,1.71,250,822,146,negative
10,81,810,8.100,.279,.810,2.11,226,656,107,negative
9,82,738,9.111,.329,.871,2.11,243,643,115,negative
11,100,1100,9.091,.269,.765,1.90,296,842,156,negative
25,71,1775,2.840,.234,.748,2.22,416,1328,187,negative
9,82,738,9.111,.247,.935,2.09,182,690,87,negative
9,97,873,10.778,.328,.921,1.77,286,804,162,negative
9,32,288,3.556,.333,.861,1.68,96,248,57,negative
8,82,656,10.250,.398,.951,2.51,261,624,104,negative
12,13,156,1.083,.372,.981,2.32,58,153,25,negative
12,8,96,.667,.198,1.00,2.11,19,96,9,negative
12,43,516,3.583,.293,.791,2.29,151,408,66,negative
8,75,600,9.375,.415,.910,2.37,249,546,105,negative
11,84,924,7.636,.251,.681,1.77,232,629,131,negative
2,123,246,61.500,.500,.504,123.00,123,124,1,positive
1,36,36,36.000,.722,1.00,8.67,26,36,3,positive
19,123,2337,6.474,.089,.089,207.00,207,208,1,negative
8,6,48,.750,.500,.646,8.00,24,31,3,negative
10,65,650,6.500,.445,.911,2.58,289,592,112,negative
9,37,333,4.111,.598,.946,3.49,199,315,57,negative
9,20,180,2.222,.339,.772,1.74,61,139,35,negative
4,8,32,2.000,.344,.781,1.83,11,25,6,negative
10,100,1000,10.000,.449,.874,2.82,449,874,159,negative
9,32,288,3.556,.365,.781,2.23,105,225,47,negative
9,82,738,9.111,.337,.817,2.01,249,603,124,negative
10,101,1010,10.100,.466,.893,3.02,471,902,156,negative
12,116,1392,9.667,.246,.707,1.99,343,984,172,negative
10,126,1260,12.600,.463,.848,3.16,584,1068,185,negative
9,86,774,9.556,.301,.647,2.22,233,501,105,negative
11,115,1265,10.455,.266,.723,1.79,337,915,188,negative
4,2,8,.500,.875,.875,7.00,7,7,1,positive
9,44,396,4.889,.465,.944,3.35,184,374,55,negative
8,46,368,5.750,.348,.918,1.97,128,338,65,negative
8,40,320,5.000,.391,.991,2.08,125,317,60,negative
9,45,405,5.000,.442,.956,3.31,179,387,54,negative
8,45,360,5.625,.367,.897,2.44,132,323,54,negative
8,41,328,5.125,.424,.966,2.53,139,317,55,negative
1,19,19,19.000,.789,1.00,3.75,15,19,4,positive
1,9,9,9.000,.778,1.00,7.00,7,9,1,positive
8,42,336,5.250,.363,.970,2.18,122,326,56,negative
14,339,4746,24.214,.248,.547,2.44,1175,2596,481,negative
10,123,1230,12.300,.362,.888,2.99,445,1092,149,negative
2,446,892,223.00,.439,.603,17.82,392,538,22,positive
66,3,198,.045,.657,.909,2.60,130,180,50,positive
10,131,1310,13.100,.456,.851,3.00,597,1115,199,negative
93,4,372,.043,.419,.565,2.89,156,210,54,positive
44,3,132,.068,.598,.841,2.47,79,111,32,positive
42,7,294,.167,.282,.432,2.18,83,127,38,positive
2,236,472,118.00,.566,.689,10.27,267,325,26,positive
1,61,61,61.000,1.00,1.00,61.00,61,61,1,positive
8,14,112,1.750,.223,.661,3.57,25,74,7,negative
9,174,1566,19.333,.178,.737,1.71,279,1154,163,negative
8,45,360,5.625,.156,.725,1.87,56,261,30,negative
7,27,189,3.857,.101,.619,3.80,19,117,5,negative
1,9,9,9.000,.778,1.00,7.00,7,9,1,negative
8,122,976,15.250,.227,.650,1.44,222,634,154,negative
11,96,1056,8.727,.331,.954,4.32,350,1007,81,negative
48,402,19296,8.375,.055,.094,4.13,1058,1814,256,positive
304,463,140752,1.523,.063,.121,3.91,8898,17081,2273,positive
10,20,200,2.000,.435,.890,2.90,87,178,30,negative
9,97,873,10.778,.466,.973,2.42,407,849,168,negative
9,21,189,2.333,.354,.878,2.68,67,166,25,negative
9,80,720,8.889,.338,.954,2.04,243,687,119,negative
11,85,935,7.727,.250,.664,1.73,234,621,135,negative
9,76,684,8.444,.363,.874,2.18,248,598,114,negative
8,2,16,.250,.563,.563,9.00,9,9,1,negative
9,33,297,3.667,.259,.774,1.67,77,230,46,negative
9,120,1080,13.333,.331,.859,1.98,358,928,181,negative
12,118,1416,9.833,.253,.767,1.95,358,1086,184,negative
11,207,2277,18.818,.268,.723,1.84,610,1647,332,negative
9,92,828,10.222,.365,.954,2.20,302,790,137,negative
9,93,837,10.333,.323,.888,2.06,270,743,131,negative
9,43,387,4.778,.377,.922,2.25,146,357,65,negative
3,213,639,71.000,.318,.379,11.94,203,242,17,positive
306,465,142290,1.520,.055,.123,2.69,7861,17452,2925,positive
45,79,3555,1.756,.087,.195,4.81,308,693,64,positive
7,9,63,1.286,.333,.492,21.00,21,31,1,negative
3,7,21,2.333,.619,.619,13.00,13,13,1,negative
1,152,152,152.00,.822,1.00,11.36,125,152,11,positive
1,51,51,51.000,.471,1.00,2.40,24,51,10,positive
6,17,102,2.833,.275,.824,2.00,28,84,14,negative
6,22,132,3.667,.197,1.00,2.89,26,132,9,negative
6,29,174,4.833,.293,.920,1.50,51,160,34,negative
5,46,230,9.200,.278,.835,2.21,64,192,29,negative
5,30,150,6.000,.160,.660,1.71,24,99,14,negative
4,16,64,4.000,.391,.938,1.67,25,60,15,negative
7,45,315,6.429,.200,.775,1.91,63,244,33,negative
7,27,189,3.857,.238,.741,2.81,45,140,16,negative
10,122,1220,12.200,.273,.540,2.03,333,659,164,negative
11,49,539,4.455,.343,.666,4.30,185,359,43,negative
11,35,385,3.182,.335,.584,4.78,129,225,27,negative
